11109
-1.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
-7.500000000000000000e+01  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
-5.000000000000000000e+01  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
-2.500000000000000000e+01  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 0.000000000000000000e+00  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 2.500000000000000000e+01  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 5.000000000000000000e+01  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 7.500000000000000000e+01  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 1.000000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 1.250000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 1.500000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 1.750000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 2.000000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 2.250000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 2.500000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 2.750000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 3.000000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 3.250000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 3.500000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 3.750000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 4.000000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 4.250000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 4.500000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 4.750000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 5.000000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 5.250000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 5.500000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 5.750000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 6.000000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 6.250000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 6.500000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 6.750000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 7.000000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 7.250000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 7.500000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 7.750000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 8.000000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 8.250000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 8.500000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 8.750000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 9.000000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 9.250000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
 9.500000000000000000e+02  0.000000000000000000e+00  3.000000000000000000e+02  0.000000000000000000e+00  0.000000000000000000e+00  1.000000000000000000e+03
