9801
 0.000000000000000000e+00	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 2.500000000000000000e+01	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 5.000000000000000000e+01	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 7.500000000000000000e+01	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 1.000000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 1.250000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 1.500000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 1.750000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 2.000000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 2.250000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 2.500000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 2.750000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 3.000000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 3.250000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 3.500000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 3.750000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 4.000000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 4.250000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 4.500000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 4.750000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 5.000000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 5.250000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 5.500000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 5.750000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 6.000000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 6.250000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 6.500000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 6.750000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 7.000000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 7.250000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 7.500000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
 7.750000000000000000e+02	 0.000000000000000000e+00	 3.000000000000000000e+02	 0.000000000000000000e+00	 0.000000000000000000e+00	 1.000000000000000000e+00	1
